experiment_name,run_notes,use_subset,n_patients_subset,rows_used,patients_used,chosen_model,selected_val_pr_auc,selected_val_roc_auc,test_roc_auc,test_pr_auc,thr_amber,thr_red,test_precision_red_raw,test_recall_red_raw,test_precision_amber_raw,test_recall_amber_raw,patient_precision_any_h,patient_recall_any_h,patient_precision_red_h,patient_recall_red_h,alerts_per_1000_hours,runtime_minutes
subset_5000,baseline subset,True,5000,191583,5000,Random Forest,0.0218486229953429,0.6446749101657753,0.7497850100471934,0.0332304907815183,0.1632621939545697,0.7068554422150115,0.0669856459330143,0.0588235294117647,0.0086069630330937,0.8403361344537815,0.0537757437070938,0.9591836734693876,0.75,0.2448979591836734,107.59,3.55
subset_5000,baseline subset,True,5000,191583,5000,Random Forest,0.0218486229953429,0.6446749101657753,0.7497850100471934,0.0332304907815183,0.1632621939545697,0.7068554422150116,0.0669856459330143,0.0588235294117647,0.0086069630330937,0.8403361344537815,0.0537757437070938,0.9591836734693876,0.75,0.2448979591836734,107.59,2.79
subset_5000,baseline subset,True,5000,191583,5000,Random Forest,0.021848622995342917,0.6446749101657753,0.7497850100471934,0.033230490781518386,0.16326219395456978,0.7068554422150115,0.06698564593301436,0.058823529411764705,0.008606963033093773,0.8403361344537815,0.05377574370709382,0.9591836734693877,0.75,0.24489795918367346,107.59,3.94
